靡ㄩ絏	虏嘿	るら	厨筍瞯
M2300  	筿摸计   	20130618	   0.6057
M2300  	筿摸计   	20130619	  -0.3672
M2300  	筿摸计   	20130620	  -1.4909
M2300  	筿摸计   	20130621	  -1.2370
M2300  	筿摸计   	20130624	  -1.2081
M2300  	筿摸计   	20130625	  -0.7427
M2300  	筿摸计   	20130626	   1.5105
M2300  	筿摸计   	20130627	   1.2960
M2300  	筿摸计   	20130628	   2.7146
M2300  	筿摸计   	20130701	  -0.2801
M2300  	筿摸计   	20130702	   0.0562
M2300  	筿摸计   	20130703	  -1.3938
M2300  	筿摸计   	20130704	  -0.7000
M2300  	筿摸计   	20130705	   1.6056
M2300  	筿摸计   	20130708	  -2.0682
M2300  	筿摸计   	20130709	   0.7017
M2300  	筿摸计   	20130710	   0.1380
M2300  	筿摸计   	20130711	   1.8287
M2300  	筿摸计   	20130712	   0.3136
M2300  	筿摸计   	20130715	   0.2567
M2300  	筿摸计   	20130716	  -0.3414
M2300  	筿摸计   	20130717	  -0.7213
M2300  	筿摸计   	20130718	  -1.6323
M2300  	筿摸计   	20130719	  -2.8094
M2300  	筿摸计   	20130722	   0.2776
M2300  	筿摸计   	20130723	   2.0660
M2300  	筿摸计   	20130724	   0.2373
M2300  	筿摸计   	20130725	   0.0879
M2300  	筿摸计   	20130726	   0.0879
M2300  	筿摸计   	20130729	  -1.1649
M2300  	筿摸计   	20130730	   0.9122
M2300  	筿摸计   	20130731	  -0.5721
M2300  	筿摸计   	20130801	  -1.0896
M2300  	筿摸计   	20130802	  -0.0964
M2300  	筿摸计   	20130805	   0.6581
M2300  	筿摸计   	20130806	  -1.1605
M2300  	筿摸计   	20130807	  -1.6278
M2300  	筿摸计   	20130808	  -0.2465
M2300  	筿摸计   	20130809	  -0.3141
M2300  	筿摸计   	20130812	   0.5488
M2300  	筿摸计   	20130813	   1.6515
M2300  	筿摸计   	20130814	  -0.2806
M2300  	筿摸计   	20130815	  -0.6948
M2300  	筿摸计   	20130816	   0.4513
M2300  	筿摸计   	20130819	  -0.1950
M2300  	筿摸计   	20130820	  -0.8583
M2300  	筿摸计   	20130822	   0.1126
M2300  	筿摸计   	20130823	   0.9492
M2300  	筿摸计   	20130826	   0.3517
M2300  	筿摸计   	20130827	  -0.9161
M2300  	筿摸计   	20130828	   0.1786
M2300  	筿摸计   	20130829	   1.1782
M2300  	筿摸计   	20130830	   1.3579
M2300  	筿摸计   	20130902	   0.3784
M2300  	筿摸计   	20130903	   0.4653
M2300  	筿摸计   	20130904	  -0.4800
M2300  	筿摸计   	20130905	   1.1141
M2300  	筿摸计   	20130906	  -0.0269
M2300  	筿摸计   	20130909	   0.3562
M2300  	筿摸计   	20130910	   0.2846
M2300  	筿摸计   	20130911	  -0.2638
M2300  	筿摸计   	20130912	  -0.4352
M2300  	筿摸计   	20130913	  -0.5178
M2300  	筿摸计   	20130914	  -0.3278
M2300  	筿摸计   	20130916	   1.5937
M2300  	筿摸计   	20130917	  -0.1736
M2300  	筿摸计   	20130918	  -0.6286
M2300  	筿摸计   	20130923	   1.1574
M2300  	筿摸计   	20130924	   0.2594
M2300  	筿摸计   	20130925	  -0.5507
M2300  	筿摸计   	20130926	  -1.1742
M2300  	筿摸计   	20130927	   0.5603
M2300  	筿摸计   	20130930	  -0.6579
M2300  	筿摸计   	20131001	   0.2298
M2300  	筿摸计   	20131002	   0.1551
M2300  	筿摸计   	20131003	   1.4474
M2300  	筿摸计   	20131004	  -0.1692
M2300  	筿摸计   	20131007	  -1.0536
M2300  	筿摸计   	20131008	   0.4803
M2300  	筿摸计   	20131009	  -0.4613
M2300  	筿摸计   	20131011	   0.1343
M2300  	筿摸计   	20131014	  -1.3650
M2300  	筿摸计   	20131015	   1.3193
M2300  	筿摸计   	20131016	  -0.6175
M2300  	筿摸计   	20131017	   0.6652
M2300  	筿摸计   	20131018	   1.3351
M2300  	筿摸计   	20131021	  -0.3807
M2300  	筿摸计   	20131022	   0.2193
M2300  	筿摸计   	20131023	  -0.0597
M2300  	筿摸计   	20131024	   0.1659
M2300  	筿摸计   	20131025	  -1.0400
M2300  	筿摸计   	20131028	   0.8468
M2300  	筿摸计   	20131029	  -0.0332
M2300  	筿摸计   	20131030	   0.8300
M2300  	筿摸计   	20131031	  -0.2700
M2300  	筿摸计   	20131101	  -0.7627
M2300  	筿摸计   	20131104	   0.2262
M2300  	筿摸计   	20131105	  -1.1353
M2300  	筿摸计   	20131106	   0.2787
M2300  	筿摸计   	20131107	  -0.0234
M2300  	筿摸计   	20131108	  -0.7334
M2300  	筿摸计   	20131111	  -0.8333
M2300  	筿摸计   	20131112	  -0.1973
M2300  	筿摸计   	20131113	  -1.1147
M2300  	筿摸计   	20131114	   0.5412
M2300  	筿摸计   	20131115	   0.1817
M2300  	筿摸计   	20131118	  -0.0924
M2300  	筿摸计   	20131119	   1.0106
M2300  	筿摸计   	20131120	  -0.9598
M2300  	筿摸计   	20131121	  -1.3458
M2300  	筿摸计   	20131122	   0.0104
M2300  	筿摸计   	20131125	   0.6594
M2300  	筿摸计   	20131126	   1.3895
M2300  	筿摸计   	20131127	   0.6733
M2300  	筿摸计   	20131128	   0.6384
M2300  	筿摸计   	20131129	   0.7384
M2300  	筿摸计   	20131202	   0.0333
M2300  	筿摸计   	20131203	  -0.1099
M2300  	筿摸计   	20131204	   0.1967
M2300  	筿摸计   	20131205	  -0.5824
M2300  	筿摸计   	20131206	   0.2142
M2300  	筿摸计   	20131209	   0.8184
M2300  	筿摸计   	20131210	  -0.0464
M2300  	筿摸计   	20131211	  -0.3381
M2300  	筿摸计   	20131212	  -0.8049
M2300  	筿摸计   	20131213	  -0.1509
M2300  	筿摸计   	20131216	  -0.6649
M2300  	筿摸计   	20131217	   0.9533
M2300  	筿摸计   	20131218	  -0.3985
M2300  	筿摸计   	20131219	   0.8438
M2300  	筿摸计   	20131220	   0.1100
M2300  	筿摸计   	20131223	   0.5994
M2300  	筿摸计   	20131224	  -0.1457
M2300  	筿摸计   	20131225	   0.2055
M2300  	筿摸计   	20131226	   0.4168
M2300  	筿摸计   	20131227	   0.6194
M2300  	筿摸计   	20131230	   1.0969
M2300  	筿摸计   	20131231	  -0.0453
M2300  	筿摸计   	20140102	   0.0940
M2300  	筿摸计   	20140103	  -0.7219
M2300  	筿摸计   	20140106	  -0.4206
M2300  	筿摸计   	20140107	   0.0917
M2300  	筿摸计   	20140108	   0.9520
M2300  	筿摸计   	20140109	  -0.7324
M2300  	筿摸计   	20140110	   0.4048
M2300  	筿摸计   	20140113	   0.4617
M2300  	筿摸计   	20140114	   0.1392
M2300  	筿摸计   	20140115	   1.1700
M2300  	筿摸计   	20140116	   0.4472
M2300  	筿摸计   	20140117	   0.0636
M2300  	筿摸计   	20140120	   0.5530
M2300  	筿摸计   	20140121	  -0.6069
M2300  	筿摸计   	20140122	   0.2989
M2300  	筿摸计   	20140123	  -0.3298
M2300  	筿摸计   	20140124	   0.1145
M2300  	筿摸计   	20140127	  -1.7381
M2300  	筿摸计   	20140205	  -2.5191
M2300  	筿摸计   	20140206	   0.9355
M2300  	筿摸计   	20140207	   1.1043
M2300  	筿摸计   	20140210	  -0.2243
M2300  	筿摸计   	20140211	   0.4626
M2300  	筿摸计   	20140212	   1.3653
M2300  	筿摸计   	20140213	  -0.3359
M2300  	筿摸计   	20140214	   0.6099
M2300  	筿摸计   	20140217	   0.2233
M2300  	筿摸计   	20140218	   0.3534
M2300  	筿摸计   	20140219	   0.3363
M2300  	筿摸计   	20140220	  -0.6450
M2300  	筿摸计   	20140221	   0.9260
M2300  	筿摸计   	20140224	  -0.3121
M2300  	筿摸计   	20140225	   0.3194
M2300  	筿摸计   	20140226	   0.4414
M2300  	筿摸计   	20140227	   0.4551
M2300  	筿摸计   	20140303	  -0.2406
M2300  	筿摸计   	20140304	  -0.5544
M2300  	筿摸计   	20140305	   1.3512
M2300  	筿摸计   	20140306	   1.4016
M2300  	筿摸计   	20140307	   0.1440
M2300  	筿摸计   	20140310	  -0.6090
M2300  	筿摸计   	20140311	   0.7421
M2300  	筿摸计   	20140312	  -0.2415
M2300  	筿摸计   	20140313	   1.4431
M2300  	筿摸计   	20140314	  -0.6765
M2300  	筿摸计   	20140317	   0.1156
M2300  	筿摸计   	20140318	   0.2096
M2300  	筿摸计   	20140319	  -0.5425
M2300  	筿摸计   	20140320	  -1.2281
M2300  	筿摸计   	20140321	  -0.0617
M2300  	筿摸计   	20140324	   0.3118
M2300  	筿摸计   	20140325	   0.9910
M2300  	筿摸计   	20140326	   0.9996
M2300  	筿摸计   	20140327	   0.2504
M2300  	筿摸计   	20140328	  -0.0120
M2300  	筿摸计   	20140331	   0.9392
M2300  	筿摸计   	20140401	   0.5666
M2300  	筿摸计   	20140402	   0.6583
M2300  	筿摸计   	20140403	  -0.5862
M2300  	筿摸计   	20140407	  -0.1274
M2300  	筿摸计   	20140408	   0.3293
M2300  	筿摸计   	20140409	   0.6003
M2300  	筿摸计   	20140410	   0.0911
M2300  	筿摸计   	20140411	  -0.4934
M2300  	筿摸计   	20140414	  -0.6700
M2300  	筿摸计   	20140415	   1.0014
M2300  	筿摸计   	20140416	   0.0353
M2300  	筿摸计   	20140417	   0.2647
M2300  	筿摸计   	20140418	   0.5720
M2300  	筿摸计   	20140421	  -0.0117
M2300  	筿摸计   	20140422	   0.4959
M2300  	筿摸计   	20140423	  -0.0581
M2300  	筿摸计   	20140424	  -0.0116
M2300  	筿摸计   	20140425	  -1.9431
M2300  	筿摸计   	20140428	   0.8738
M2300  	筿摸计   	20140429	   0.8486
M2300  	筿摸计   	20140430	  -1.2491
M2300  	筿摸计   	20140502	   1.2236
M2300  	筿摸计   	20140505	   0.3845
M2300  	筿摸计   	20140506	   0.5078
M2300  	筿摸计   	20140507	  -0.0866
M2300  	筿摸计   	20140508	   0.2861
M2300  	筿摸计   	20140509	  -0.5446
M2300  	筿摸计   	20140512	  -1.1183
M2300  	筿摸计   	20140513	   0.3047
M2300  	筿摸计   	20140514	   0.8997
M2300  	筿摸计   	20140515	   0.2287
M2300  	筿摸计   	20140516	   0.1098
M2300  	筿摸计   	20140519	   0.1414
M2300  	筿摸计   	20140520	   0.1527
M2300  	筿摸计   	20140521	  -0.3740
M2300  	筿摸计   	20140522	   1.5997
M2300  	筿摸计   	20140523	   0.4974
M2300  	筿摸计   	20140526	   0.3196
M2300  	筿摸计   	20140527	   0.2255
M2300  	筿摸计   	20140528	   0.8353
M2300  	筿摸计   	20140529	  -0.2929
M2300  	筿摸计   	20140530	  -0.6266
M2300  	筿摸计   	20140603	   0.8192
M2300  	筿摸计   	20140604	   0.3518
M2300  	筿摸计   	20140605	   0.3061
M2300  	筿摸计   	20140606	  -0.1332
M2300  	筿摸计   	20140609	   0.4639
M2300  	筿摸计   	20140610	   0.7410
M2300  	筿摸计   	20140611	   0.2004
M2300  	筿摸计   	20140612	  -0.5012
M2300  	筿摸计   	20140613	  -0.0963
M2300  	筿摸计   	20140616	   0.0882
M2300  	筿摸计   	20140617	   0.7020
M2300  	筿摸计   	20140618	   0.1722
M2300  	筿摸计   	20140619	   0.6905
M2300  	筿摸计   	20140620	  -0.6044
M2300  	筿摸计   	20140623	  -0.7635
M2300  	筿摸计   	20140624	   0.1264
M2300  	筿摸计   	20140625	  -0.0220
M2300  	筿摸计   	20140626	   1.0953
M2300  	筿摸计   	20140627	  -0.2552
M2300  	筿摸计   	20140630	   1.3339
M2300  	筿摸计   	20140701	   0.8597
M2300  	筿摸计   	20140702	   1.0095
M2300  	筿摸计   	20140703	   1.1682
M2300  	筿摸计   	20140704	  -0.0521
M2300  	筿摸计   	20140707	   0.3103
M2300  	筿摸计   	20140708	  -0.1222
M2300  	筿摸计   	20140709	  -0.7080
M2300  	筿摸计   	20140710	   0.7419
M2300  	筿摸计   	20140711	  -0.7026
M2300  	筿摸计   	20140714	  -0.1730
M2300  	筿摸计   	20140715	   0.3701
M2300  	筿摸计   	20140716	  -1.1587
M2300  	筿摸计   	20140717	  -1.7967
M2300  	筿摸计   	20140718	  -0.1751
M2300  	筿摸计   	20140721	   0.6019
M2300  	筿摸计   	20140722	   0.8640
M2300  	筿摸计   	20140724	   0.2607
M2300  	筿摸计   	20140725	  -1.6477
M2300  	筿摸计   	20140728	  -1.1303
M2300  	筿摸计   	20140729	  -0.5211
M2300  	筿摸计   	20140730	   0.4498
M2300  	筿摸计   	20140731	  -1.7530
M2300  	筿摸计   	20140801	  -0.2446
M2300  	筿摸计   	20140804	   1.6577
M2300  	筿摸计   	20140805	  -2.0993
M2300  	筿摸计   	20140806	   0.1372
M2300  	筿摸计   	20140807	  -0.2824
M2300  	筿摸计   	20140808	  -0.4654
M2300  	筿摸计   	20140811	   1.0534
M2300  	筿摸计   	20140812	   0.0920
M2300  	筿摸计   	20140813	   0.7797
M2300  	筿摸计   	20140814	   0.4504
M2300  	筿摸计   	20140815	  -0.1348
M2300  	筿摸计   	20140818	  -0.5647
M2300  	筿摸计   	20140819	   1.0720
M2300  	筿摸计   	20140820	   0.2604
M2300  	筿摸计   	20140821	  -0.6971
M2300  	筿摸计   	20140822	   1.1589
M2300  	筿摸计   	20140825	   0.1306
M2300  	筿摸计   	20140826	   0.0190
M2300  	筿摸计   	20140827	   1.0461
M2300  	筿摸计   	20140828	   0.0887
M2300  	筿摸计   	20140829	  -0.2149
M2300  	筿摸计   	20140901	   1.2062
M2300  	筿摸计   	20140902	  -1.5270
M2300  	筿摸计   	20140903	   0.4458
M2300  	筿摸计   	20140904	  -0.5030
M2300  	筿摸计   	20140905	  -0.3920
M2300  	筿摸计   	20140909	   0.3311
M2300  	筿摸计   	20140910	  -0.7087
M2300  	筿摸计   	20140911	  -0.4658
M2300  	筿摸计   	20140912	  -1.4752
M2300  	筿摸计   	20140915	   0.0500
M2300  	筿摸计   	20140916	  -0.9968
M2300  	筿摸计   	20140917	   1.0713
M2300  	筿摸计   	20140918	   0.4745
M2300  	筿摸计   	20140919	   0.1022
M2300  	筿摸计   	20140922	  -1.4787
M2300  	筿摸计   	20140923	  -0.5096
M2300  	筿摸计   	20140924	  -0.0985
M2300  	筿摸计   	20140925	  -1.1185
M2300  	筿摸计   	20140926	  -0.4302
M2300  	筿摸计   	20140929	  -0.1860
M2300  	筿摸计   	20140930	  -0.0172
M2300  	筿摸计   	20141001	   0.7541
M2300  	筿摸计   	20141002	   0.0882
M2300  	筿摸计   	20141003	   1.7459
M2300  	筿摸计   	20141006	   0.1090
M2300  	筿摸计   	20141007	  -0.8570
M2300  	筿摸计   	20141008	  -1.3403
M2300  	筿摸计   	20141009	  -0.0428
M2300  	筿摸计   	20141013	  -3.2692
M2300  	筿摸计   	20141014	   0.8766
M2300  	筿摸计   	20141015	  -0.9949
M2300  	筿摸计   	20141016	  -0.0739
M2300  	筿摸计   	20141017	  -1.0825
M2300  	筿摸计   	20141020	   1.8628
M2300  	筿摸计   	20141021	  -0.1967
M2300  	筿摸计   	20141022	   1.2588
M2300  	筿摸计   	20141023	  -0.3921
M2300  	筿摸计   	20141024	  -1.0585
M2300  	筿摸计   	20141027	  -0.0707
M2300  	筿摸计   	20141028	   1.4451
M2300  	筿摸计   	20141029	   1.5234
M2300  	筿摸计   	20141030	  -0.3665
M2300  	筿摸计   	20141031	   1.1985
M2300  	筿摸计   	20141103	   0.6419
M2300  	筿摸计   	20141104	  -0.0310
M2300  	筿摸计   	20141105	  -0.4404
M2300  	筿摸计   	20141106	  -1.0349
M2300  	筿摸计   	20141107	   0.5272
M2300  	筿摸计   	20141110	   1.6045
M2300  	筿摸计   	20141111	  -0.1739
M2300  	筿摸计   	20141112	  -1.1099
M2300  	筿摸计   	20141113	   0.8496
M2300  	筿摸计   	20141114	   0.1662
M2300  	筿摸计   	20141117	  -1.1617
M2300  	筿摸计   	20141118	  -0.8651
M2300  	筿摸计   	20141119	   1.5703
M2300  	筿摸计   	20141120	   1.6110
M2300  	筿摸计   	20141121	   0.3922
M2300  	筿摸计   	20141124	  -0.0332
M2300  	筿摸计   	20141125	   0.2439
M2300  	筿摸计   	20141126	   0.2101
M2300  	筿摸计   	20141127	   0.6015
M2300  	筿摸计   	20141128	   0.2276
M2300  	筿摸计   	20141201	  -0.4323
M2300  	筿摸计   	20141202	  -1.1790
M2300  	筿摸计   	20141203	   1.5017
M2300  	筿摸计   	20141204	   0.6959
M2300  	筿摸计   	20141205	  -0.5904
M2300  	筿摸计   	20141208	  -0.5173
M2300  	筿摸计   	20141209	  -0.5970
M2300  	筿摸计   	20141210	  -1.0573
M2300  	筿摸计   	20141211	  -0.0643
M2300  	筿摸计   	20141212	   0.3695
M2300  	筿摸计   	20141215	  -0.1701
M2300  	筿摸计   	20141216	  -0.8185
M2300  	筿摸计   	20141217	  -1.3323
M2300  	筿摸计   	20141218	   0.6195
M2300  	筿摸计   	20141219	   1.6257
M2300  	筿摸计   	20141222	   1.2870
M2300  	筿摸计   	20141223	  -0.2370
M2300  	筿摸计   	20141224	   0.7598
M2300  	筿摸计   	20141225	  -0.3181
M2300  	筿摸计   	20141226	   0.6767
M2300  	筿摸计   	20141227	   0.0191
M2300  	筿摸计   	20141229	   0.9698
M2300  	筿摸计   	20141230	  -0.1732
M2300  	筿摸计   	20141231	   0.3659
M2300  	筿摸计   	20150105	   0.0000
M2300  	筿摸计   	20150106	  -2.6895
M2300  	筿摸计   	20150107	   0.6493
M2300  	筿摸计   	20150108	   1.9409
M2300  	筿摸计   	20150109	  -0.6761
M2300  	筿摸计   	20150112	  -0.4956
M2300  	筿摸计   	20150113	   0.2463
M2300  	筿摸计   	20150114	  -0.5623
M2300  	筿摸计   	20150115	  -0.0384
M2300  	筿摸计   	20150116	   0.2362
M2300  	筿摸计   	20150119	   0.4767
M2300  	筿摸计   	20150120	   0.8753
M2300  	筿摸计   	20150121	   0.7028
M2300  	筿摸计   	20150122	   0.4563
M2300  	筿摸计   	20150123	   1.6433
M2300  	筿摸计   	20150126	   0.3391
M2300  	筿摸计   	20150127	   0.5450
M2300  	筿摸计   	20150128	  -0.0678
M2300  	筿摸计   	20150129	  -1.2203
M2300  	筿摸计   	20150130	  -0.9767
M2300  	筿摸计   	20150202	   0.2479
M2300  	筿摸计   	20150203	   0.8270
M2300  	筿摸计   	20150204	   0.6303
M2300  	筿摸计   	20150205	  -0.1363
M2300  	筿摸计   	20150206	  -0.9264
M2300  	筿摸计   	20150209	  -0.3205
M2300  	筿摸计   	20150210	  -0.6591
M2300  	筿摸计   	20150211	   1.3108
M2300  	筿摸计   	20150212	   0.4436
M2300  	筿摸计   	20150213	   0.3496
M2300  	筿摸计   	20150224	   1.0584
M2300  	筿摸计   	20150225	   1.1095
M2300  	筿摸计   	20150226	  -0.9768
M2300  	筿摸计   	20150302	  -0.1631
M2300  	筿摸计   	20150303	   0.2671
M2300  	筿摸计   	20150304	   0.1992
M2300  	筿摸计   	20150305	  -0.0129
M2300  	筿摸计   	20150306	   0.2530
M2300  	筿摸计   	20150309	  -1.1047
M2300  	筿摸计   	20150310	  -0.3906
M2300  	筿摸计   	20150311	  -0.0993
M2300  	筿摸计   	20150312	   0.7170
M2300  	筿摸计   	20150313	   0.1039
M2300  	筿摸计   	20150316	  -1.0615
M2300  	筿摸计   	20150317	   0.4171
M2300  	筿摸计   	20150318	   1.3741
M2300  	筿摸计   	20150319	   0.9844
M2300  	筿摸计   	20150320	   0.2705
M2300  	筿摸计   	20150323	   0.1807
M2300  	筿摸计   	20150324	  -0.3938
M2300  	筿摸计   	20150325	  -0.6554
M2300  	筿摸计   	20150326	  -1.3170
M2300  	筿摸计   	20150327	  -1.6909
M2300  	筿摸计   	20150330	   0.0265
M2300  	筿摸计   	20150331	   0.7116
M2300  	筿摸计   	20150401	  -0.8012
M2300  	筿摸计   	20150402	   1.1466
M2300  	筿摸计   	20150407	   0.1806
M2300  	筿摸计   	20150408	  -1.2178
M2300  	筿摸计   	20150409	  -0.2884
M2300  	筿摸计   	20150410	   0.7376
M2300  	筿摸计   	20150413	   0.4662
M2300  	筿摸计   	20150414	  -0.4116
M2300  	筿摸计   	20150415	  -1.3557
M2300  	筿摸计   	20150416	   1.4704
M2300  	筿摸计   	20150417	  -1.3728
M2300  	筿摸计   	20150420	  -0.2027
M2300  	筿摸计   	20150421	  -0.3607
M2300  	筿摸计   	20150422	   1.0029
M2300  	筿摸计   	20150423	   1.6115
M2300  	筿摸计   	20150424	   1.6513
M2300  	筿摸计   	20150427	   0.1362
M2300  	筿摸计   	20150428	  -0.6109
M2300  	筿摸计   	20150429	  -1.7097
M2300  	筿摸计   	20150430	  -0.3416
M2300  	筿摸计   	20150504	   0.1213
M2300  	筿摸计   	20150505	  -0.3529
M2300  	筿摸计   	20150506	   0.1242
M2300  	筿摸计   	20150507	  -0.8103
M2300  	筿摸计   	20150508	  -0.3140
M2300  	筿摸计   	20150511	  -0.2616
M2300  	筿摸计   	20150512	  -0.4148
M2300  	筿摸计   	20150513	   0.9944
M2300  	筿摸计   	20150514	  -0.8382
M2300  	筿摸计   	20150515	  -0.1422
M2300  	筿摸计   	20150518	   0.2177
M2300  	筿摸计   	20150519	   1.1852
M2300  	筿摸计   	20150520	  -0.0636
M2300  	筿摸计   	20150521	  -0.6550
M2300  	筿摸计   	20150522	   0.6353
M2300  	筿摸计   	20150525	   0.4377
M2300  	筿摸计   	20150526	   0.0819
M2300  	筿摸计   	20150527	   0.0660
M2300  	筿摸计   	20150528	   0.7252
M2300  	筿摸计   	20150529	  -0.0864
M2300  	筿摸计   	20150601	  -1.0140
M2300  	筿摸计   	20150602	  -0.2118
M2300  	筿摸计   	20150603	  -0.4961
M2300  	筿摸计   	20150604	  -2.2314
M2300  	筿摸计   	20150605	  -0.2509
M2300  	筿摸计   	20150608	  -0.1886
M2300  	筿摸计   	20150609	  -2.0706
M2300  	筿摸计   	20150610	   1.0208
M2300  	筿摸计   	20150611	   0.4762
M2300  	筿摸计   	20150612	   0.1102
M2300  	筿摸计   	20150615	  -0.5092
M2300  	筿摸计   	20150616	  -0.5339
M2300  	筿摸计   	20150617	   0.2893
M2300  	筿摸计   	20150618	   0.4271
M2300  	筿摸计   	20150622	   1.1847
M2300  	筿摸计   	20150623	   0.6632
M2300  	筿摸计   	20150624	  -0.0596
M2300  	筿摸计   	20150625	   1.0417
M2300  	筿摸计   	20150626	  -0.3087
M2300  	筿摸计   	20150629	  -2.9436
M2300  	筿摸计   	20150630	   0.8546
M2300  	筿摸计   	20150701	   0.9382
M2300  	筿摸计   	20150702	  -0.0218
M2300  	筿摸计   	20150703	  -0.0627
M2300  	筿摸计   	20150706	  -1.2467
M2300  	筿摸计   	20150707	  -0.2597
M2300  	筿摸计   	20150708	  -3.1047
M2300  	筿摸计   	20150709	  -0.6917
M2300  	筿摸计   	20150713	   1.3125
M2300  	筿摸计   	20150714	  -0.1449
M2300  	筿摸计   	20150715	  -0.2532
M2300  	筿摸计   	20150716	  -0.3480
M2300  	筿摸计   	20150717	   0.0887
M2300  	筿摸计   	20150720	  -0.7922
M2300  	筿摸计   	20150721	   0.5679
M2300  	筿摸计   	20150722	  -1.3930
M2300  	筿摸计   	20150723	  -2.3196
M2300  	筿摸计   	20150724	  -0.2797
M2300  	筿摸计   	20150727	  -2.7514
M2300  	筿摸计   	20150728	   0.9850
M2300  	筿摸计   	20150729	  -0.3282
M2300  	筿摸计   	20150730	   1.0213
M2300  	筿摸计   	20150731	   0.3018
M2300  	筿摸计   	20150803	  -2.4431
M2300  	筿摸计   	20150804	  -0.6785
M2300  	筿摸计   	20150805	   0.0404
M2300  	筿摸计   	20150806	  -1.1609
M2300  	筿摸计   	20150807	   0.1664
M2300  	筿摸计   	20150810	  -0.2602
M2300  	筿摸计   	20150811	   0.0566
M2300  	筿摸计   	20150812	  -0.9331
M2300  	筿摸计   	20150813	   0.9767
M2300  	筿摸计   	20150814	  -0.6783
M2300  	筿摸计   	20150817	  -1.4292
M2300  	筿摸计   	20150818	   0.3272
M2300  	筿摸计   	20150819	  -1.7681
M2300  	筿摸计   	20150820	   0.0065
M2300  	筿摸计   	20150821	  -3.3491
M2300  	筿摸计   	20150824	  -4.4349
M2300  	筿摸计   	20150825	   4.5491
M2300  	筿摸计   	20150826	  -0.4921
M2300  	筿摸计   	20150827	   1.8256
M2300  	筿摸计   	20150828	   2.3085
M2300  	筿摸计   	20150831	   2.2824
M2300  	筿摸计   	20150901	  -1.9676
M2300  	筿摸计   	20150902	   0.4540
M2300  	筿摸计   	20150903	   0.8263
M2300  	筿摸计   	20150904	  -1.4727
M2300  	筿摸计   	20150907	  -0.3249
M2300  	筿摸计   	20150908	   0.4336
M2300  	筿摸计   	20150909	   4.1352
M2300  	筿摸计   	20150910	  -0.9133
M2300  	筿摸计   	20150911	   0.9531
M2300  	筿摸计   	20150914	   0.1994
M2300  	筿摸计   	20150915	  -1.0355
M2300  	筿摸计   	20150916	   1.1878
M2300  	筿摸计   	20150917	   1.1024
M2300  	筿摸计   	20150918	   0.4853
M2300  	筿摸计   	20150921	  -2.0083
M2300  	筿摸计   	20150922	   0.5521
M2300  	筿摸计   	20150923	  -2.4787
M2300  	筿摸计   	20150924	  -0.7253
M2300  	筿摸计   	20150925	   0.4166
M2300  	筿摸计   	20150930	   0.9541
M2300  	筿摸计   	20151001	   1.4793
M2300  	筿摸计   	20151002	  -0.0156
M2300  	筿摸计   	20151005	   0.3396
M2300  	筿摸计   	20151006	   0.3974
M2300  	筿摸计   	20151007	   1.2122
M2300  	筿摸计   	20151008	  -0.1955
M2300  	筿摸计   	20151012	   1.3623
M2300  	筿摸计   	20151013	  -0.1359
M2300  	筿摸计   	20151014	  -0.3720
M2300  	筿摸计   	20151015	   1.1050
M2300  	筿摸计   	20151016	  -0.1801
M2300  	筿摸计   	20151019	  -0.1323
M2300  	筿摸计   	20151020	   0.2138
M2300  	筿摸计   	20151021	  -0.5951
M2300  	筿摸计   	20151022	   0.1814
M2300  	筿摸计   	20151023	   0.7726
M2300  	筿摸计   	20151026	   1.0572
M2300  	筿摸计   	20151027	  -0.6075
M2300  	筿摸计   	20151028	  -0.4621
M2300  	筿摸计   	20151029	  -1.0664
M2300  	筿摸计   	20151030	  -0.1696
M2300  	筿摸计   	20151102	   0.8826
M2300  	筿摸计   	20151103	   1.1935
M2300  	筿摸计   	20151104	   2.0648
M2300  	筿摸计   	20151105	  -0.0931
M2300  	筿摸计   	20151106	  -1.7568
M2300  	筿摸计   	20151109	  -0.4804
M2300  	筿摸计   	20151110	  -1.0698
M2300  	筿摸计   	20151111	  -1.8043
M2300  	筿摸计   	20151112	   0.2822
M2300  	筿摸计   	20151113	  -1.1532
M2300  	筿摸计   	20151116	  -0.3992
M2300  	筿摸计   	20151117	   1.9418
M2300  	筿摸计   	20151118	  -0.8503
M2300  	筿摸计   	20151119	   1.7306
M2300  	筿摸计   	20151120	   0.0937
M2300  	筿摸计   	20151123	   0.2234
M2300  	筿摸计   	20151124	  -1.1867
M2300  	筿摸计   	20151125	  -0.0427
M2300  	筿摸计   	20151126	   1.1954
M2300  	筿摸计   	20151127	  -1.1421
M2300  	筿摸计   	20151130	  -0.6950
M2300  	筿摸计   	20151201	   2.0782
M2300  	筿摸计   	20151202	   0.1143
M2300  	筿摸计   	20151203	  -0.0210
M2300  	筿摸计   	20151204	  -0.4837
M2300  	筿摸计   	20151207	   0.9902
M2300  	筿摸计   	20151208	  -1.1330
M2300  	筿摸计   	20151209	  -1.3546
M2300  	筿摸计   	20151210	  -0.0797
M2300  	筿摸计   	20151211	  -1.2424
M2300  	筿摸计   	20151214	  -1.1524
M2300  	筿摸计   	20151215	   0.3991
M2300  	筿摸计   	20151216	   1.5399
M2300  	筿摸计   	20151217	   1.7878
M2300  	筿摸计   	20151218	  -0.7116
